# This file was written from pixieBinParser2.py and was
# parsed from Proximity_scan_120814_0042.bin. The file has been reformatted.
# It was written on May 18, 2015


# pixieBinParser2.py was written by Anders Priest.


Time		E0	E1	E2	E3	E4	E5	E6	E7	

953209970038	42.0	65.0	225.0	2937.0	0.0	0.0	0.0	0.0	
953210182654	-14.0	-28.0	-8.0	-64.0	0.0	0.0	0.0	0.0	
953214252454	43.0	10.0	15.0	29.0	0.0	0.0	0.0	0.0	
953214224047	975.0	219.0	59.0	48.0	0.0	0.0	0.0	0.0	
953216567319	60.0	323.0	80.0	14.0	0.0	0.0	0.0	0.0	
953216685921	126.0	392.0	1117.0	3713.0	0.0	0.0	0.0	0.0	
953217252372	-5.0	-18.0	-17.0	12.0	0.0	0.0	0.0	0.0	
953218299092	25.0	30.0	115.0	882.0	0.0	0.0	0.0	0.0	
953219676407	44.0	51.0	27.0	30.0	0.0	0.0	0.0	0.0	
953221346270	1945.0	949.0	230.0	66.0	0.0	0.0	0.0	0.0	
953222568638	38.0	53.0	140.0	892.0	0.0	0.0	0.0	0.0	
953223054652	45.0	53.0	237.0	1763.0	0.0	0.0	0.0	0.0	
953223728559	402.0	1848.0	271.0	115.0	0.0	0.0	0.0	0.0	
953226256905	-11.0	-9.0	15.0	-4.0	0.0	0.0	0.0	0.0	
953228278761	39.0	8.0	10.0	-18.0	0.0	0.0	0.0	0.0	
953228688653	318.0	84.0	5.0	13.0	0.0	0.0	0.0	0.0	
953229242634	26.0	22.0	131.0	881.0	0.0	0.0	0.0	0.0	
953231409919	0.0	-18.0	-27.0	17.0	0.0	0.0	0.0	0.0	
953231543622	-12.0	1.0	-17.0	-4.0	0.0	0.0	0.0	0.0	
953232287163	136.0	207.0	423.0	1088.0	0.0	0.0	0.0	0.0	
953234791945	-22.0	-11.0	10.0	-12.0	0.0	0.0	0.0	0.0	
953236074062	-41.0	-22.0	-40.0	-32.0	0.0	0.0	0.0	0.0	
953237114554	-33.0	-4.0	-9.0	-12.0	0.0	0.0	0.0	0.0	
953239135169	59.0	75.0	94.0	836.0	0.0	0.0	0.0	0.0	
953239729188	13.0	-3.0	-20.0	3.0	0.0	0.0	0.0	0.0	
953239847595	7.0	8.0	-8.0	-2.0	0.0	0.0	0.0	0.0	
953240287251	-20.0	-7.0	20.0	-20.0	0.0	0.0	0.0	0.0	
953241091354	9.0	20.0	99.0	902.0	0.0	0.0	0.0	0.0	
953241222514	68.0	11.0	9.0	8.0	0.0	0.0	0.0	0.0	
953242921566	68.0	78.0	103.0	405.0	0.0	0.0	0.0	0.0	
953244877701	36.0	42.0	46.0	70.0	0.0	0.0	0.0	0.0	
953245430067	-23.0	-51.0	-12.0	8.0	0.0	0.0	0.0	0.0	
953245592770	-44.0	-8.0	-21.0	-27.0	0.0	0.0	0.0	0.0	
953245918568	-5.0	161.0	-4.0	-20.0	0.0	0.0	0.0	0.0	
953248427433	26.0	12.0	26.0	26.0	0.0	0.0	0.0	0.0	
953249822245	20.0	22.0	15.0	14.0	0.0	0.0	0.0	0.0	
953250173311	399.0	506.0	123.0	45.0	0.0	0.0	0.0	0.0	
953250527879	51.0	26.0	18.0	44.0	0.0	0.0	0.0	0.0	
953251160184	77.0	328.0	530.0	143.0	0.0	0.0	0.0	0.0	
953254318852	-61.0	-14.0	-30.0	-33.0	0.0	0.0	0.0	0.0	
953256980760	74.0	65.0	71.0	93.0	0.0	0.0	0.0	0.0	
953257808442	-8.0	2.0	32.0	-9.0	0.0	0.0	0.0	0.0	
953258091829	18.0	-33.0	1.0	-7.0	0.0	0.0	0.0	0.0	
953259391661	12.0	16.0	-25.0	-21.0	0.0	0.0	0.0	0.0	
953259501595	18.0	24.0	15.0	-15.0	0.0	0.0	0.0	0.0	
953260280034	-4.0	6.0	14.0	-37.0	0.0	0.0	0.0	0.0	
953260597835	10.0	20.0	14.0	7.0	0.0	0.0	0.0	0.0	
953261119772	11.0	-8.0	15.0	8.0	0.0	0.0	0.0	0.0	
953261425567	6.0	0.0	9.0	-4.0	0.0	0.0	0.0	0.0	
953261971329	-85.0	2.0	-16.0	-18.0	0.0	0.0	0.0	0.0	
953264092114	17411.0	3148.0	963.0	322.0	0.0	0.0	0.0	0.0	
953266298188	1511.0	2552.0	544.0	166.0	0.0	0.0	0.0	0.0	
953267331855	11.0	133.0	227.0	876.0	0.0	0.0	0.0	0.0	
953268061923	-2.0	5.0	-5.0	5.0	0.0	0.0	0.0	0.0	
953268408561	166.0	156.0	158.0	136.0	0.0	0.0	0.0	0.0	
953270280716	6.0	6.0	-22.0	10.0	0.0	0.0	0.0	0.0	
953273047532	36.0	68.0	202.0	980.0	0.0	0.0	0.0	0.0	
953273201976	10.0	-13.0	14.0	-8.0	0.0	0.0	0.0	0.0	
953273794762	12.0	70.0	48.0	-39.0	0.0	0.0	0.0	0.0	
953273865198	23.0	4.0	105.0	880.0	0.0	0.0	0.0	0.0	
953274611578	101.0	12.0	-14.0	9.0	0.0	0.0	0.0	0.0	
953274665772	15.0	27.0	124.0	909.0	0.0	0.0	0.0	0.0	
953274765948	3.0	-14.0	5.0	8.0	0.0	0.0	0.0	0.0	
953276165788	54.0	-8.0	20.0	34.0	0.0	0.0	0.0	0.0	
953276994947	13.0	7.0	17.0	26.0	0.0	0.0	0.0	0.0	
953277425427	669.0	921.0	268.0	196.0	0.0	0.0	0.0	0.0	
953277890962	33.0	-8.0	120.0	833.0	0.0	0.0	0.0	0.0	
953280110822	653.0	790.0	189.0	14.0	0.0	0.0	0.0	0.0	
953280350207	-65.0	19.0	4.0	-14.0	0.0	0.0	0.0	0.0	
953280537585	-6.0	104.0	383.0	285.0	0.0	0.0	0.0	0.0	
953281033249	12.0	77.0	51.0	186.0	0.0	0.0	0.0	0.0	
953281414657	25.0	-3.0	-17.0	-6.0	0.0	0.0	0.0	0.0	
953281817579	-35.0	3.0	-21.0	-15.0	0.0	0.0	0.0	0.0	
953283276895	66.0	24.0	143.0	908.0	0.0	0.0	0.0	0.0	
953285512269	-1.0	103.0	425.0	752.0	0.0	0.0	0.0	0.0	
953286248920	3.0	-14.0	-28.0	-2.0	0.0	0.0	0.0	0.0	
953286403278	-39.0	-27.0	-3.0	-12.0	0.0	0.0	0.0	0.0	
953291352130	-9.0	41.0	268.0	2453.0	0.0	0.0	0.0	0.0	
953291965199	128.0	1229.0	201.0	76.0	0.0	0.0	0.0	0.0	
953293450380	-2.0	-17.0	-20.0	-11.0	0.0	0.0	0.0	0.0	
953295289322	0.0	58.0	15.0	-17.0	0.0	0.0	0.0	0.0	
953295928423	24.0	62.0	128.0	830.0	0.0	0.0	0.0	0.0	
953297413741	347.0	1955.0	839.0	315.0	0.0	0.0	0.0	0.0	
953298943054	-2.0	38.0	108.0	870.0	0.0	0.0	0.0	0.0	
953299540029	-14.0	-1.0	6.0	-5.0	0.0	0.0	0.0	0.0	
953300129816	-39.0	12.0	104.0	295.0	0.0	0.0	0.0	0.0	
953300776079	1.0	-6.0	-9.0	9.0	0.0	0.0	0.0	0.0	
953302417101	214.0	3515.0	289.0	92.0	0.0	0.0	0.0	0.0	
953302987095	13.0	-2.0	-17.0	-22.0	0.0	0.0	0.0	0.0	
953303901079	-18.0	0.0	-9.0	-32.0	0.0	0.0	0.0	0.0	
953304590131	-302.0	-220.0	-3.0	-3.0	0.0	0.0	0.0	0.0	
953305131170	27.0	-208.0	21.0	3.0	0.0	0.0	0.0	0.0	
953305858488	-4.0	-208.0	73.0	827.0	0.0	0.0	0.0	0.0	
953306043814	-2.0	-198.0	4.0	-27.0	0.0	0.0	0.0	0.0	
953307088618	16.0	-210.0	106.0	872.0	0.0	0.0	0.0	0.0	
953307433154	37.0	-214.0	149.0	888.0	0.0	0.0	0.0	0.0	
953307398653	2505.0	356.0	193.0	146.0	0.0	0.0	0.0	0.0	
953307465813	14.0	80.0	135.0	882.0	0.0	0.0	0.0	0.0	
953307834824	-20.0	64.0	123.0	906.0	0.0	0.0	0.0	0.0	
953308224775	29.0	41.0	17.0	29.0	0.0	0.0	0.0	0.0	
953308341801	29.0	33.0	10.0	4.0	0.0	0.0	0.0	0.0	
953309785488	56.0	43.0	93.0	135.0	0.0	0.0	0.0	0.0	
953310876473	1.0	27.0	2.0	5.0	0.0	0.0	0.0	0.0	
953311393599	-3.0	8.0	26.0	-3.0	0.0	0.0	0.0	0.0	
953311540834	-15.0	-42.0	-38.0	-2.0	0.0	0.0	0.0	0.0	
953311904780	121.0	699.0	473.0	177.0	0.0	0.0	0.0	0.0	
953312366429	110.0	645.0	214.0	35.0	0.0	0.0	0.0	0.0	
953315846497	313.0	1007.0	677.0	136.0	0.0	0.0	0.0	0.0	
953316361641	1644.0	394.0	209.0	146.0	0.0	0.0	0.0	0.0	
953319988605	17.0	20.0	26.0	-46.0	0.0	0.0	0.0	0.0	
953324454142	1101.0	424.0	108.0	55.0	0.0	0.0	0.0	0.0	
953324686981	425.0	96.0	27.0	10.0	0.0	0.0	0.0	0.0	
953325753155	2.0	48.0	103.0	906.0	0.0	0.0	0.0	0.0	
953329160944	13.0	-18.0	6.0	-6.0	0.0	0.0	0.0	0.0	
953330011362	-31.0	-38.0	-27.0	-28.0	0.0	0.0	0.0	0.0	
953330169935	411.0	2448.0	906.0	259.0	0.0	0.0	0.0	0.0	
953330560474	13.0	45.0	101.0	740.0	0.0	0.0	0.0	0.0	
953330988944	30.0	73.0	97.0	790.0	0.0	0.0	0.0	0.0	
953332356244	38.0	1.0	33.0	13.0	0.0	0.0	0.0	0.0	
953332978228	33.0	82.0	191.0	653.0	0.0	0.0	0.0	0.0	
953334988058	40.0	3.0	21.0	-24.0	0.0	0.0	0.0	0.0	
953334944361	17.0	73.0	56.0	27.0	0.0	0.0	0.0	0.0	
953335214603	43.0	17.0	16.0	13.0	0.0	0.0	0.0	0.0	
953335793502	-11.0	54.0	121.0	921.0	0.0	0.0	0.0	0.0	
953336962441	-14.0	-14.0	11.0	-24.0	0.0	0.0	0.0	0.0	
953339720766	42.0	149.0	530.0	1664.0	0.0	0.0	0.0	0.0	
953342827823	525.0	1696.0	3892.0	1010.0	0.0	0.0	0.0	0.0	
953343003976	2.0	52.0	102.0	833.0	0.0	0.0	0.0	0.0	
953344461020	7.0	39.0	115.0	872.0	0.0	0.0	0.0	0.0	
953345209156	304.0	1033.0	4119.0	11971.0	0.0	0.0	0.0	0.0	
953346989746	1195.0	208.0	58.0	39.0	0.0	0.0	0.0	0.0	
953349385364	37.0	202.0	1623.0	197.0	0.0	0.0	0.0	0.0	
953349752942	16.0	10.0	-12.0	6.0	0.0	0.0	0.0	0.0	
953350642229	-2.0	10.0	84.0	792.0	0.0	0.0	0.0	0.0	
953350986015	646.0	1360.0	249.0	87.0	0.0	0.0	0.0	0.0	
953351201839	-29.0	49.0	103.0	894.0	0.0	0.0	0.0	0.0	
953352083241	-9.0	35.0	72.0	191.0	0.0	0.0	0.0	0.0	
953352731973	393.0	1848.0	279.0	85.0	0.0	0.0	0.0	0.0	
953353290298	-2.0	-12.0	0.0	-12.0	0.0	0.0	0.0	0.0	
953354593708	58.0	40.0	53.0	13.0	0.0	0.0	0.0	0.0	
953355855190	1041.0	1858.0	394.0	164.0	0.0	0.0	0.0	0.0	
953358147156	-16.0	-22.0	-36.0	-40.0	0.0	0.0	0.0	0.0	
953358395329	37.0	57.0	181.0	730.0	0.0	0.0	0.0	0.0	
953358800686	15.0	17.0	-19.0	15.0	0.0	0.0	0.0	0.0	
953359147521	52.0	79.0	211.0	1165.0	0.0	0.0	0.0	0.0	
953359801672	20.0	8.0	15.0	34.0	0.0	0.0	0.0	0.0	
953362145318	995.0	168.0	44.0	37.0	0.0	0.0	0.0	0.0	
953362610115	-3.0	-2.0	-8.0	4.0	0.0	0.0	0.0	0.0	
953362889196	54.0	51.0	55.0	382.0	0.0	0.0	0.0	0.0	
953362964104	36.0	210.0	256.0	34.0	0.0	0.0	0.0	0.0	
953363878722	-48.0	-14.0	-27.0	-67.0	0.0	0.0	0.0	0.0	
953364174329	8.0	33.0	108.0	856.0	0.0	0.0	0.0	0.0	
953365250021	10.0	16.0	12.0	20.0	0.0	0.0	0.0	0.0	
953365872592	44.0	11.0	4.0	50.0	0.0	0.0	0.0	0.0	
953366375556	173.0	632.0	552.0	143.0	0.0	0.0	0.0	0.0	
953367386873	-18.0	51.0	34.0	20.0	0.0	0.0	0.0	0.0	
953367479371	2.0	80.0	136.0	519.0	0.0	0.0	0.0	0.0	
953367707325	27.0	15.0	16.0	16.0	0.0	0.0	0.0	0.0	
953367791892	-7.0	20.0	6.0	-22.0	0.0	0.0	0.0	0.0	
953368829065	-20.0	-12.0	82.0	882.0	0.0	0.0	0.0	0.0	
953369042324	-25.0	13.0	109.0	877.0	0.0	0.0	0.0	0.0	
953371519180	136.0	867.0	360.0	78.0	0.0	0.0	0.0	0.0	
953371631309	28.0	37.0	113.0	877.0	0.0	0.0	0.0	0.0	
953371943400	763.0	2628.0	8134.0	1480.0	0.0	0.0	0.0	0.0	
953372215305	106.0	189.0	1042.0	436.0	0.0	0.0	0.0	0.0	
953372792978	12.0	21.0	23.0	8.0	0.0	0.0	0.0	0.0	
953373698803	286.0	87.0	35.0	17.0	0.0	0.0	0.0	0.0	
953374072994	48.0	94.0	223.0	3124.0	0.0	0.0	0.0	0.0	
953374934809	98.0	249.0	1185.0	1068.0	0.0	0.0	0.0	0.0	
953377449783	-2.0	-19.0	5.0	5.0	0.0	0.0	0.0	0.0	
953377969985	482.0	108.0	17.0	5.0	0.0	0.0	0.0	0.0	
953378417873	7.0	101.0	608.0	285.0	0.0	0.0	0.0	0.0	
953380685920	-30.0	22.0	88.0	706.0	0.0	0.0	0.0	0.0	
953381839369	1.0	37.0	122.0	761.0	0.0	0.0	0.0	0.0	
953382344378	1009.0	571.0	169.0	41.0	0.0	0.0	0.0	0.0	
953382440029	-11.0	100.0	408.0	2543.0	0.0	0.0	0.0	0.0	
953383398844	360.0	421.0	447.0	476.0	0.0	0.0	0.0	0.0	
953383940500	17.0	1.0	14.0	9.0	0.0	0.0	0.0	0.0	
953388822837	2158.0	361.0	87.0	35.0	0.0	0.0	0.0	0.0	
953388925106	-23.0	10.0	13.0	1.0	0.0	0.0	0.0	0.0	
953389450055	597.0	148.0	18.0	41.0	0.0	0.0	0.0	0.0	
953390127318	-2.0	21.0	12.0	-11.0	0.0	0.0	0.0	0.0	
953390250855	-1.0	-27.0	2.0	3.0	0.0	0.0	0.0	0.0	
953390981235	9.0	12.0	9.0	4.0	0.0	0.0	0.0	0.0	
953392021398	-21.0	-1.0	-11.0	-44.0	0.0	0.0	0.0	0.0	
953393165316	17.0	24.0	127.0	872.0	0.0	0.0	0.0	0.0	
953394238357	515.0	270.0	242.0	263.0	0.0	0.0	0.0	0.0	
953394354859	494.0	1035.0	255.0	121.0	0.0	0.0	0.0	0.0	
953394757940	-6.0	-8.0	-2.0	2.0	0.0	0.0	0.0	0.0	
953394947485	3185.0	271.0	118.0	49.0	0.0	0.0	0.0	0.0	
953395679588	-30.0	-33.0	-46.0	-13.0	0.0	0.0	0.0	0.0	
953395853314	-7.0	-11.0	-16.0	-25.0	0.0	0.0	0.0	0.0	
953396604420	1074.0	1251.0	486.0	114.0	0.0	0.0	0.0	0.0	
953397083251	-38.0	0.0	7.0	-5.0	0.0	0.0	0.0	0.0	
953398949731	2.0	5.0	-32.0	-18.0	0.0	0.0	0.0	0.0	
953399060957	110.0	815.0	587.0	126.0	0.0	0.0	0.0	0.0	
953399470120	728.0	206.0	99.0	82.0	0.0	0.0	0.0	0.0	
953399663507	-4.0	-1.0	-1.0	-1.0	0.0	0.0	0.0	0.0	
953400640387	347.0	1611.0	2073.0	472.0	0.0	0.0	0.0	0.0	
953400669305	-32.0	0.0	115.0	740.0	0.0	0.0	0.0	0.0	
953402631056	-6.0	18.0	97.0	850.0	0.0	0.0	0.0	0.0	
953403393864	27.0	-13.0	-17.0	-13.0	0.0	0.0	0.0	0.0	
953403570887	17.0	55.0	126.0	927.0	0.0	0.0	0.0	0.0	
953403806114	4.0	9.0	-8.0	12.0	0.0	0.0	0.0	0.0	
953407477318	36.0	47.0	108.0	892.0	0.0	0.0	0.0	0.0	
953407840202	8.0	-19.0	-4.0	2.0	0.0	0.0	0.0	0.0	
953408595122	163.0	1193.0	240.0	72.0	0.0	0.0	0.0	0.0	
953408663552	6.0	-9.0	-45.0	-23.0	0.0	0.0	0.0	0.0	
953409094952	-60.0	4.0	-32.0	-26.0	0.0	0.0	0.0	0.0	
953409837806	-23.0	8.0	-12.0	-6.0	0.0	0.0	0.0	0.0	
953411516729	-64.0	-14.0	-26.0	-41.0	0.0	0.0	0.0	0.0	
953412380963	34.0	5.0	22.0	0.0	0.0	0.0	0.0	0.0	
953412597989	-13.0	-8.0	-5.0	-35.0	0.0	0.0	0.0	0.0	
953415086275	2932.0	3708.0	4094.0	4199.0	0.0	0.0	0.0	0.0	
953417895678	29.0	0.0	27.0	8.0	0.0	0.0	0.0	0.0	
953418206904	-4.0	10.0	111.0	855.0	0.0	0.0	0.0	0.0	
953419231012	82.0	-11.0	-5.0	-1.0	0.0	0.0	0.0	0.0	
953420389457	-4.0	25.0	17.0	-18.0	0.0	0.0	0.0	0.0	
953421949440	30.0	6.0	-14.0	20.0	0.0	0.0	0.0	0.0	
953422196959	142.0	854.0	358.0	91.0	0.0	0.0	0.0	0.0	
953424907737	5433.0	1594.0	1588.0	603.0	0.0	0.0	0.0	0.0	
953426572801	1.0	-15.0	35.0	-10.0	0.0	0.0	0.0	0.0	
953426803775	-30.0	4.0	104.0	883.0	0.0	0.0	0.0	0.0	
953427035307	28.0	47.0	83.0	832.0	0.0	0.0	0.0	0.0	
953428752746	16.0	38.0	117.0	892.0	0.0	0.0	0.0	0.0	
953428938032	10.0	0.0	39.0	21.0	0.0	0.0	0.0	0.0	
953429768368	64.0	951.0	146.0	38.0	0.0	0.0	0.0	0.0	
953430022924	-19.0	-23.0	-8.0	-18.0	0.0	0.0	0.0	0.0	
953433000103	-23.0	-18.0	15.0	6.0	0.0	0.0	0.0	0.0	
953434814671	-4.0	17.0	29.0	-6.0	0.0	0.0	0.0	0.0	
953434935103	3533.0	1152.0	759.0	612.0	0.0	0.0	0.0	0.0	
953435432545	-12.0	9.0	63.0	888.0	0.0	0.0	0.0	0.0	
953436702204	-24.0	-15.0	27.0	-17.0	0.0	0.0	0.0	0.0	
953437349082	13.0	45.0	105.0	892.0	0.0	0.0	0.0	0.0	
953437978443	-19.0	-42.0	-2.0	22.0	0.0	0.0	0.0	0.0	
953439265215	-6.0	-1.0	-21.0	10.0	0.0	0.0	0.0	0.0	
953439512500	-7.0	25.0	-15.0	-27.0	0.0	0.0	0.0	0.0	
953440717415	5.0	60.0	122.0	828.0	0.0	0.0	0.0	0.0	
953441491211	60.0	38.0	137.0	664.0	0.0	0.0	0.0	0.0	
953441827755	8.0	44.0	82.0	853.0	0.0	0.0	0.0	0.0	
953442373275	-38.0	-12.0	19.0	-13.0	0.0	0.0	0.0	0.0	
953442990728	-8.0	-39.0	-38.0	-9.0	0.0	0.0	0.0	0.0	
953443334229	0.0	-6.0	-6.0	-21.0	0.0	0.0	0.0	0.0	
953444044906	5276.0	2716.0	746.0	266.0	0.0	0.0	0.0	0.0	
953445054448	26.0	12.0	74.0	846.0	0.0	0.0	0.0	0.0	
953448034520	1.0	11.0	68.0	260.0	0.0	0.0	0.0	0.0	
953448096118	31.0	55.0	73.0	43.0	0.0	0.0	0.0	0.0	
953451255935	-23.0	14.0	85.0	718.0	0.0	0.0	0.0	0.0	
953452542900	13.0	59.0	159.0	585.0	0.0	0.0	0.0	0.0	
953452559052	148.0	373.0	1108.0	5434.0	0.0	0.0	0.0	0.0	
953453645094	209.0	683.0	4983.0	1616.0	0.0	0.0	0.0	0.0	
953455269806	246.0	1566.0	218.0	83.0	0.0	0.0	0.0	0.0	
953456321410	-54.0	-28.0	-7.0	-13.0	0.0	0.0	0.0	0.0	
953457824124	17.0	31.0	97.0	895.0	0.0	0.0	0.0	0.0	
953457884230	36.0	38.0	45.0	34.0	0.0	0.0	0.0	0.0	
953459938143	345.0	1453.0	2413.0	533.0	0.0	0.0	0.0	0.0	
953462485887	27.0	15.0	111.0	896.0	0.0	0.0	0.0	0.0	
953462719192	33.0	11.0	17.0	24.0	0.0	0.0	0.0	0.0	
953465641843	1896.0	979.0	1165.0	293.0	0.0	0.0	0.0	0.0	
953465657425	-11.0	52.0	316.0	3132.0	0.0	0.0	0.0	0.0	
953465980112	35.0	32.0	46.0	57.0	0.0	0.0	0.0	0.0	
953468968772	57.0	8.0	33.0	1.0	0.0	0.0	0.0	0.0	
953470043545	20.0	-6.0	-1.0	6.0	0.0	0.0	0.0	0.0	
953470003504	-4.0	-7.0	118.0	882.0	0.0	0.0	0.0	0.0	
953470486245	9.0	2.0	23.0	37.0	0.0	0.0	0.0	0.0	
953470483617	252.0	869.0	3645.0	5765.0	0.0	0.0	0.0	0.0	
953470727789	16.0	5.0	-6.0	-8.0	0.0	0.0	0.0	0.0	
953471750969	-41.0	4.0	12.0	-7.0	0.0	0.0	0.0	0.0	
953471703149	1687.0	380.0	132.0	63.0	0.0	0.0	0.0	0.0	
953472297094	1169.0	6796.0	2353.0	650.0	0.0	0.0	0.0	0.0	
953474172675	504.0	1343.0	253.0	50.0	0.0	0.0	0.0	0.0	
953474193186	48.0	69.0	47.0	37.0	0.0	0.0	0.0	0.0	
953474451717	58.0	126.0	141.0	157.0	0.0	0.0	0.0	0.0	
953474547281	33.0	103.0	300.0	1707.0	0.0	0.0	0.0	0.0	
953474830593	54.0	157.0	683.0	4195.0	0.0	0.0	0.0	0.0	
953476690287	58.0	5.0	31.0	19.0	0.0	0.0	0.0	0.0	
953476980429	35.0	236.0	39.0	6.0	0.0	0.0	0.0	0.0	
953477837426	-4.0	-1.0	2.0	-7.0	0.0	0.0	0.0	0.0	
953478790889	415.0	501.0	631.0	748.0	0.0	0.0	0.0	0.0	
953479444239	8.0	41.0	92.0	242.0	0.0	0.0	0.0	0.0	
953480112289	9891.0	4041.0	1121.0	380.0	0.0	0.0	0.0	0.0	
953480309330	132.0	409.0	1483.0	1889.0	0.0	0.0	0.0	0.0	
953480693836	14.0	13.0	-16.0	7.0	0.0	0.0	0.0	0.0	
953481937777	349.0	2661.0	413.0	104.0	0.0	0.0	0.0	0.0	
953482399488	13.0	12.0	-16.0	-17.0	0.0	0.0	0.0	0.0	
953482634064	261.0	103.0	60.0	63.0	0.0	0.0	0.0	0.0	
953482994529	140.0	878.0	397.0	122.0	0.0	0.0	0.0	0.0	
953483035827	28.0	31.0	41.0	45.0	0.0	0.0	0.0	0.0	
953485464968	-5.0	7.0	-25.0	-4.0	0.0	0.0	0.0	0.0	
953486527795	7.0	19.0	114.0	863.0	0.0	0.0	0.0	0.0	
953486650299	6.0	-1.0	67.0	293.0	0.0	0.0	0.0	0.0	
953486859982	-3.0	38.0	6.0	-10.0	0.0	0.0	0.0	0.0	
953488443802	-60.0	11.0	-7.0	-28.0	0.0	0.0	0.0	0.0	
953488630046	369.0	108.0	43.0	41.0	0.0	0.0	0.0	0.0	
953488720049	34.0	-8.0	0.0	47.0	0.0	0.0	0.0	0.0	
953489831651	29.0	-10.0	-25.0	-5.0	0.0	0.0	0.0	0.0	
953490382324	21.0	12.0	47.0	33.0	0.0	0.0	0.0	0.0	
953490528226	-23.0	-18.0	11.0	113.0	0.0	0.0	0.0	0.0	
957785633279	416.0	77.0	6.0	-7.0	0.0	0.0	0.0	0.0	
957786360376	41.0	27.0	127.0	888.0	0.0	0.0	0.0	0.0	
957786477766	10.0	33.0	1.0	7.0	0.0	0.0	0.0	0.0	
957786813445	-1.0	40.0	93.0	750.0	0.0	0.0	0.0	0.0	
957786895009	34.0	38.0	32.0	34.0	0.0	0.0	0.0	0.0	
957788446340	230.0	65.0	28.0	-13.0	0.0	0.0	0.0	0.0	
957789341271	9.0	-7.0	4.0	23.0	0.0	0.0	0.0	0.0	
957790160003	88.0	837.0	205.0	36.0	0.0	0.0	0.0	0.0	
957791913157	2.0	33.0	29.0	51.0	0.0	0.0	0.0	0.0	
957796464867	18.0	26.0	70.0	-20.0	0.0	0.0	0.0	0.0	
957798098797	-12.0	18.0	85.0	877.0	0.0	0.0	0.0	0.0	
957798185270	-19.0	3.0	-41.0	-5.0	0.0	0.0	0.0	0.0	
957800439086	39.0	18.0	19.0	36.0	0.0	0.0	0.0	0.0	
957800750552	-7.0	87.0	287.0	1924.0	0.0	0.0	0.0	0.0	
957801588415	9.0	3.0	92.0	202.0	0.0	0.0	0.0	0.0	
957802616486	139.0	719.0	611.0	145.0	0.0	0.0	0.0	0.0	
957804176183	37.0	-2.0	-5.0	-3.0	0.0	0.0	0.0	0.0	
957804871751	24.0	14.0	72.0	324.0	0.0	0.0	0.0	0.0	
957808074091	57.0	16.0	49.0	47.0	0.0	0.0	0.0	0.0	
957809874726	57.0	81.0	160.0	923.0	0.0	0.0	0.0	0.0	
957810774193	-5.0	-3.0	-2.0	-6.0	0.0	0.0	0.0	0.0	
957810881962	28.0	41.0	4.0	34.0	0.0	0.0	0.0	0.0	
957811354687	4.0	-7.0	4.0	-18.0	0.0	0.0	0.0	0.0	
957812568934	17.0	20.0	30.0	20.0	0.0	0.0	0.0	0.0	
957813215613	293.0	816.0	4369.0	8124.0	0.0	0.0	0.0	0.0	
957815223767	-22.0	17.0	49.0	36.0	0.0	0.0	0.0	0.0	
957816157373	203.0	720.0	2224.0	558.0	0.0	0.0	0.0	0.0	
957817130278	21.0	77.0	265.0	560.0	0.0	0.0	0.0	0.0	
957818229246	26.0	-14.0	26.0	21.0	0.0	0.0	0.0	0.0	
957819277633	-20.0	-2.0	7.0	1.0	0.0	0.0	0.0	0.0	
957819324148	1287.0	8736.0	2208.0	612.0	0.0	0.0	0.0	0.0	
957819578100	376.0	1664.0	2603.0	545.0	0.0	0.0	0.0	0.0	
957820901681	-10.0	56.0	216.0	486.0	0.0	0.0	0.0	0.0	
957821205028	9.0	68.0	68.0	37.0	0.0	0.0	0.0	0.0	
957822009995	-19.0	-2.0	-23.0	-5.0	0.0	0.0	0.0	0.0	
957822173041	-18.0	16.0	78.0	877.0	0.0	0.0	0.0	0.0	
957824099827	15.0	17.0	-1.0	-17.0	0.0	0.0	0.0	0.0	
957825258127	1366.0	253.0	70.0	78.0	0.0	0.0	0.0	0.0	
957825378972	-35.0	1.0	-12.0	-19.0	0.0	0.0	0.0	0.0	
957826079262	29.0	75.0	122.0	257.0	0.0	0.0	0.0	0.0	
957827438325	-1.0	34.0	76.0	787.0	0.0	0.0	0.0	0.0	
957827634231	545.0	150.0	20.0	12.0	0.0	0.0	0.0	0.0	
957827873443	73.0	239.0	1191.0	971.0	0.0	0.0	0.0	0.0	
957832218477	466.0	643.0	732.0	1100.0	0.0	0.0	0.0	0.0	
957833300704	43.0	10.0	22.0	2.0	0.0	0.0	0.0	0.0	
957834121639	35.0	91.0	287.0	895.0	0.0	0.0	0.0	0.0	
957834745131	1544.0	357.0	121.0	58.0	0.0	0.0	0.0	0.0	
957835040677	-1.0	18.0	123.0	915.0	0.0	0.0	0.0	0.0	
957835591590	23.0	29.0	27.0	7.0	0.0	0.0	0.0	0.0	
957836936387	159.0	853.0	514.0	159.0	0.0	0.0	0.0	0.0	
957837956404	803.0	1913.0	387.0	105.0	0.0	0.0	0.0	0.0	
957838018456	632.0	2394.0	14421.0	2013.0	0.0	0.0	0.0	0.0	
957839769776	-62.0	-31.0	-30.0	-1.0	0.0	0.0	0.0	0.0	
957842797439	2.0	12.0	22.0	39.0	0.0	0.0	0.0	0.0	
957843226393	-9.0	49.0	146.0	826.0	0.0	0.0	0.0	0.0	
